activity_id,alt_activity_ids,title,description_cut,description_fill
1263522,,Vé Vinpearl Aquarium Times City Hà Nội,"- Khám phá Vinpearl Aquarium Times City Hà Nội, một thế giới dưới nước đầy mê hoặc với bộ sưu tập sinh vật biển đa dạng, lý tưởng cho những người yêu biển và trẻ nhỏ.
- Dạo bước qua Khu Cá Nước Ngọt đ",
1265640,,Đưa đón riêng - Quy Nhon đi Nha Trang bằng ô tô,"Di chuyển giữa Quy Nhon và Nha Trang một cách thoải mái và an toàn với dịch vụ đưa đón riêng trực tiếp bằng xe hạng sang. Cuộc hành trình mất khoảng 4 giờ, có điểm dừng nghỉ dọc đường và bao gồm",
1267404,,Vé xem Múa rối nước Lotus tại Hà Nội,"Khám phá nghệ thuật múa rối nước tại Hà Nội, một loại hình nghệ thuật truyền thống độc đáo ra đời và phát triển từ hơn một ngàn năm trước tại vùng đồng bằng sông Hồng.

- Chiêm ngưỡng những màn trình",
1274613,,Tour vòng quanh Hà Giang - 3 ngày 4 đêm Easy Rider Adventure,"Du lịch vòng quanh Hà Giang nổi tiếng trong chuyến phiêu lưu 3 ngày 4 đêm cùng tài xế địa phương, khám phá những cảnh quan tuyệt đẹp và văn hóa sôi động của khu vực. Hành trình qua những ngôi làng nhỏ, gặp gỡ người dân địa phương",
1276304,,Từ Cát Bà: Tour xe máy vòng quanh Hà Giang 3 ngày có hướng dẫn viên,Hành trình kéo dài 3 ngày cho phép bạn trải nghiệm những cảnh quan quyến rũ nhất và những cuộc gặp gỡ lịch sử & văn hóa trên tuyến Hà Giang. Đây không chỉ là chuyến đi ngắm cảnh ngoạn mục mà còn là bài kiểm tra cá nhân về,
1287471,,Tour Chợ Nổi Cái Răng và Khu Bảo Tồn Thiên Nhiên Lũng Ngọc Hoàng,"Trải nghiệm Chợ nổi Cái Răng sôi động và Khu bảo tồn thiên nhiên Lũng Ngọc Hoàng thanh bình trong chuyến du lịch cả ngày từ thành phố Cần Thơ. Bắt đầu hành trình với cảnh bình minh tuyệt đẹp trên sông Mê Kông, e",
1289617,,Khóa Thiền Chánh Niệm - 2 Ngày Tại Thành Phố Hồ Chí Minh,"Trải nghiệm khóa tu thiền chánh niệm độc đáo trong hai ngày một đêm tại chùa Thiên Tôn Phật Quang gần Thành phố Hồ Chí Minh. Đắm chìm trong những buổi thiền, khám phá lời dạy của B",
1289739,1033911,Vé vào cổng Công viên Chủ đề VinWonders Cửa Hội,"Khám phá VinWonders Cửa Hội, tổ hợp giải trí sôi động tại miền Trung Việt Nam với những trải nghiệm đa dạng từ vui chơi đến tâm linh.

- Trải nghiệm hệ thống cáp treo vượt biển đầu tiên và duy nhất tạ",
1290808,,Tour Cả Ngày Mũi Né từ TP. Hồ Chí Minh - Đồi Cát,"* Khám phá vẻ đẹp thanh bình của đồi cát Mũi Né, còn được mệnh danh là ""tiểu Sahara"", chỉ cách Thành phố Hồ Chí Minh 3 giờ di chuyển trong chuyến tour trong ngày Mũi Né.
* Tham gia các hoạt động v",
1294140,,Vé VinWonders Cửa Hội tại Nghệ An,"* Khám phá VinWonders Cửa Hội tại Nghệ An, một công viên giải trí sôi động với 68 trò chơi chủ đề Hội Hoa.
* Tận hưởng 17 đường trượt nước hiện đại tại công viên nước lớn nhất Bắc Trung Bộ và chiê",
1299637,,Tour Chia Sẻ 3 Đảo Phú Quốc Bằng Du Thuyền Junk - Lặn Biển & Ăn Trưa Hải Sản,"- Khám phá vẻ đẹp thanh bình của các hòn đảo phía Nam Phú Quốc trong chuyến tour 3 đảo bằng du thuyền.
- Tham gia các hoạt động dưới nước hấp dẫn như lặn biển, câu cá và nhiều trải nghiệm khác.
- Thưở",
1303848,,Tour Xe Jeep Mũi Né - Bình Minh Hoặc Hoàng Hôn Cồn Cát,"Trải nghiệm phong cảnh ngoạn mục của Mũi Né trong chuyến tham quan bằng xe Jeep đưa bạn băng qua những con đường đầy cát, cồn cát hùng vĩ và bờ biển tuyệt đẹp. Chọn giữa chuyến phiêu lưu bình minh hoặc hoàng hôn để chứng kiến ​​vẻ đẹp",
1306934,,Dragon Bay Premium Cruise - Vịnh Hạ Long và Vịnh Lan Hạ với Hồ bơi và Ban công,"Trải nghiệm hành trình hai ngày khó quên qua Vịnh Hạ Long và Vịnh Lan Hạ trên du thuyền Dragon Bay. Ở trong các cabin hạng sang với ban công riêng, tận hưởng tầm nhìn toàn cảnh đại dương và thư giãn",
1307385,,Vé tham quan Bảo tàng Nghệ thuật Không gian Ký ức Lebadang tại Huế,"Khám phá không gian nghệ thuật độc đáo tại Bảo tàng Nghệ thuật Lebadang Memory Space ở Huế, nơi trưng bày những tác phẩm đầy cảm hứng. Bước vào thế giới sáng tạo để chiêm ngưỡng sự kết hợp tinh tế giữ",
1313786,,Vé vào cổng The Florest tại Thành phố Đà Lạt,"Khám phá The Florest, một điểm đến thơ mộng tại thành phố Đà Lạt với những cánh đồng hoa rực rỡ trải dài. Tận hưởng không gian thiên nhiên trong lành và chiêm ngưỡng vẻ đẹp bình yên của vùng cao nguyê",
1315843,,Tour Thành Phố Phan Thiết & Núi Tà Cú Bằng Cáp Treo,"Trải nghiệm nền văn hóa sôi động và cảnh quan tuyệt đẹp của Phan Thiết trong chuyến du lịch nửa ngày này, kết hợp giữa khám phá lịch sử với cảnh đẹp. Khám phá Tháp Chàm Poshanu cổ kính, thưởng ngoạn",
1328325,,Tour riêng cả ngày từ Cảng Phú Mỹ đến Thành phố Hồ Chí Minh,"Khám phá văn hóa và lịch sử sôi động của Thành phố Hồ Chí Minh với chuyến tham quan riêng cả ngày bắt đầu từ Cảng Phú Mỹ. Sau khi đón khách thuận tiện, hãy di chuyển bằng xe minivan có máy lạnh để khám phá vùng đất mang tính biểu tượng",
1330147,,Tour Zipline Hang Tối và Hang Thiên Đường - Cuộc phiêu lưu cả ngày,"Trải nghiệm cuộc phiêu lưu đỉnh cao ở Phong Nha khi bạn hành trình xuyên qua khu rừng tươi tốt, khám phá Hang Thiên Đường ngoạn mục và hòa mình vào sự phấn khích của Hang Tối. Tận hưởng chuyến đi xe buggy điện ngắm cảnh",
1334795,,của thành phố Chuyến tham quan bờ biển riêng thành phố Hồ Chí Minh từ cảng Phú Mỹ - Tour có hướng dẫn,"Khám phá nền văn hóa sôi động và lịch sử sâu sắc của Thành phố Hồ Chí Minh trong chuyến tham quan bờ biển riêng từ Cảng Phú Mỹ. Tận hưởng chuyến tham quan cả ngày bao gồm dịch vụ đón khách thuận tiện, chuyến tham quan có hướng dẫn tới địa điểm quan trọng",
1377492,,Tour Riêng Tham Quan Bờ Biển Thành Phố Hồ Chí Minh Từ Cảng Phú Mỹ,"(Sài Gòn) Tour Tham Quan Bờ Biển TP.HCM Từ Cảng Phú Mỹ, Cảng Hiệp Phước, Cảng Nhà Rồng. 

Vui lòng đi xe buýt đưa đón đến cổng nhà ga. Chúng tôi sẽ có mặt ở đó để gặp bạn với một nam",
1379929,,Phong Nha và Hang Thiên Đường Tour - Hành Trình Thuyền Có Hướng Dẫn,"Khám phá hành trình khó quên qua Vườn Quốc gia Phong Nha - Kẻ Bàng, nơi những ngọn núi đá vôi cổ đại và rừng rậm xanh tươi ẩn chứa một số kỳ quan ngầm ngoạn mục nhất của Việt Nam. Du thuyền",
1388293,,Vé vào cổng Sun World Ba Na Hills | Đà Nẵng,"Khám phá Sun World Ba Na Hills tại Đà Nẵng, nơi bạn có thể chiêm ngưỡng những khung cảnh tuyệt đẹp và trải nghiệm không gian văn hóa độc đáo.

- Tham quan các địa điểm biểu tượng như Cầu Vàng và chùa",
1390934,,Tour Xe Máy 4 Ngày Khám Phá Kỳ Quan Hà Giang,"Hà Giang với những con đường quanh co ôm lấy những đỉnh núi đá vôi là một hành trình của tự do và khám phá. Đi xe máy, bạn sẽ cảm nhận được làn gió mát, chiêm ngưỡng ruộng bậc thang và nghe tiếng suối chảy dưới chân núi",
1391449,,Khóa Học Cà Phê Trứng và 4 Loại Cà Phê Truyền Thống Việt Nam,"Khám phá văn hóa cà phê Việt đầy lôi cuốn và trải nghiệm cà phê độc đáo qua khóa học pha cà phê truyền thống. Dưới sự hướng dẫn của barista chuyên nghiệp, bạn sẽ học pha cà phê và tìm hiểu các bước tỉ",
1393844,1149221,Vé Show Ký Ức Hội An - Công Viên Chủ Đề Ấn Tượng Hội An,"Trải nghiệm sự kỳ diệu của Vùng đất ký ức Hội An với quyền vào Công viên chủ đề Ấn tượng Hội An và Buổi biểu diễn Ký ức Hội An hoành tráng. Chứng kiến ​​buổi biểu diễn nghệ thuật ngoài trời lớn nhất Việt Nam, đặc sắc",
1395458,,Vé vào cổng Vinpearl Harbour Nha Trang,"Khám phá Vinpearl Harbour tại đảo Hòn Tre, nơi kết hợp giữa ẩm thực cao cấp, mua sắm sôi động và các hoạt động giải trí hấp dẫn cùng tầm nhìn hướng biển tuyệt đẹp.

- Di chuyển đến đảo bằng tàu cao tố",
1396114,,Đưa đón bằng ô tô riêng: Sân bay Đà Nẵng về khách sạn,"Di chuyển giữa Sân bay Đà Nẵng, ga xe lửa và khách sạn của bạn ở trung tâm thành phố bằng dịch vụ đưa đón bằng ô tô riêng. Dịch vụ này có sẵn cho cả khách đến và đi.

- Đưa đón miễn phí",
1398573,,Vé Lâu đài Rượu vang RD Mũi Né,"- Khám phá lâu đài rượu RD tại Mũi Né cùng hướng dẫn viên chuyên nghiệp, tìm hiểu về lịch sử và kiến trúc độc đáo của lâu đài.
- Thưởng thức tuyển chọn các loại rượu vang nổi tiếng thế giới từ Thung l",
1398640,,Tour riêng khám phá Đồng Bằng Sông Cửu Long và trải nghiệm áo dài,"- Nhận E-SIM MIỄN PHÍ khi bạn đặt tour này
- Mặc áo dài truyền thống của Việt Nam và chụp ảnh vẻ đẹp nên thơ của Đồng Bằng Sông Cửu Long.
- Thư giãn trên thuyền khi bạn du ngoạn dọc theo Sông Mekong m",
1402610,,Phòng chờ thương gia sân bay Buôn Ma Thuột,"Sự chào đón nồng nhiệt đang chờ đợi tại Business Lounge, nơi trú ẩn của bạn, tránh xa sự ồn ào và hỗn loạn của nhà ga sân bay. Cho dù bạn cần bắt kịp một số công việc hay chỉ đơn giản là muốn nghỉ ngơi và thư giãn với",
1403510,,Phòng chờ Thương gia Sân bay Quốc tế Phù Cát - Quyền truy cập cao cấp,"Thoát khỏi sự ồn ào của Sân bay Quốc tế Phù Cát và thư giãn trong sự thoải mái tại Business Lounge. Cho dù bạn muốn thư giãn với bữa ăn nóng và đồ uống hay tiếp tục công việc, phòng chờ đều mang đến sự yên bình",
1404184,,Tour đạp xe riêng Sapa - Trải nghiệm phiêu lưu 1 ngày,"Bắt đầu chuyến tham quan bằng xe đạp riêng kéo dài 1 ngày ở Sapa, bắt đầu bằng sự chào đón nồng nhiệt từ hướng dẫn viên tại khách sạn hoặc Nhà thờ Sapa. Đạp xe qua Thung lũng Mường Hoa tuyệt đẹp đến làng Ý Linh Hồ và trải nghiệm",
1405972,,Tour vòng quanh Cao Bằng - 3 ngày cùng hướng dẫn viên địa phương,"Trải nghiệm những kỳ quan thiên nhiên của Cao Bằng trong chuyến du lịch vòng quanh 3 ngày 2 đêm cùng hướng dẫn viên địa phương. Đắm chìm trong những cảnh quan ngoạn mục của Dãy núi phía Bắc, bao gồm núi, hang động và",
1410679,,Cần Thơ - Xe Riêng đến Hồ Chí Minh & các thành phố phía Nam,"- Tận hưởng dịch vụ chuyển riêng Cần Thơ đến Hồ Chí Minh, Mũi Né, Nha Trang, Đà Lạt và các thành phố Đồng bằng sông Cửu Long trên xe riêng có tài xế.
- Thư giãn trong xe hiện đại, có máy lạnh, được đi",
1410844,,Thuê Xe Có Tài Xế Từ Hà Nội Đi Ninh Bình,"- Khám phá các điểm đến nổi tiếng như Tràng An, Tam Cốc, Bái Đính và Khu bảo tồn thiên nhiên Vân Long với dịch vụ thuê xe riêng có tài xế từ Hà Nội đến Ninh Bình.
- Tận hưởng sự thoải mái khi di chuyể",
1410943,,Thuê xe hơi có tài xế tại Cần Thơ đi Châu Đốc,"- Tận hưởng dịch vụ trung chuyển thoải mái giữa Cần Thơ và Rạch Giá
- Ngồi thư giãn thoải mái trên xe riêng có máy lạnh đời mới
- Di chuyển giữa các thành phố nhanh chóng và an toàn với sự giúp đỡ của",
1411937,,"Tour Ngày Hoa Lư, Tràng An, Làng Nhang Quán Phú Cầu từ Hà Nội","- Khám phá vẻ đẹp và lịch sử phong phú của vùng nông thôn Việt Nam trong chuyến đi trong ngày từ Hà Nội, bao gồm dịch vụ đưa đón thuận tiện từ các khách sạn trong khu phố cổ.
- Du hành đến cố đô Hoa L",
1413085,,Tour Trong Ngày Đồng Bằng Sông Cửu Long Từ TP.HCM,"- Bắt đầu chuyến du ngoạn 10 giờ khám phá Đồng bằng sông Cửu Long từ TP. Hồ Chí Minh với dịch vụ đón khách tại khách sạn
- Tham quan Chùa Vĩnh Tràng thanh bình ở Mỹ Tho, một biểu tượng của sự tĩnh tâm",
1417781,,Đưa đón riêng - Cần Thơ đến Thành phố Hồ Chí Minh hoặc Sân bay,Du lịch thoải mái và riêng tư với dịch vụ đưa đón riêng từ Cần Thơ đến Thành phố Hồ Chí Minh hoặc Sân bay Hồ Chí Minh. Tận hưởng chuyến đi êm ái trên chiếc xe sang trọng được điều khiển bởi người nói tiếng Anh chuyên nghiệp,
1418073,,Vé Samten Hills Dalat - Đà Lạt,"- Khám phá Samten Hills Dalat, một điểm đến văn hóa tâm linh độc đáo tại Đà Lạt, Việt Nam, nơi trưng bày các công trình vĩ đại được tạo tác bởi các đạo sư từ quê hương của Đức Phật.
- Trải nghiệm hành",
1418353,,Đưa đón riêng: Sân bay Đà Nẵng đến khách sạn,"Đi từ sân bay Đà Nẵng đến khách sạn của bạn với dịch vụ đưa đón riêng. Tài xế sẽ gặp bạn tại cổng ra và hỗ trợ bạn mang hành lý ra xe đậu ở bãi sân bay.

- Tùy chọn",
1419507,,Trải nghiệm Ăn tối tại Sun Bavaria GastroPub | Phú Quốc,"Thưởng thức bữa tối tại Sun Bavaria GastroPub và chiêm ngưỡng toàn cảnh Cầu Hôn biểu tượng ngay tại trung tâm Phú Quốc.

- Ăn tối trong khi xem màn trình diễn Symphony of the Sea đầy ấn tượng
- Ngắm n",
1420349,,Vé tham quan Mega Grand World Hà Nội,"Khám phá Mega Grand World Hà Nội, điểm đến sôi động kết hợp giữa mua sắm, giải trí và những trải nghiệm văn hóa đặc sắc.

- Thư giãn với chuyến đi thuyền Gondola dọc theo dòng sông, bao quanh bởi nhữn",
1420652,,Vé vào cổng VinWonders Grand Park | TP. Hồ Chí Minh,"Khám phá VinWonders Grand Park, ốc đảo nhiệt đới độc đáo với bãi cát trắng mịn ngay trong lòng Thành phố Hồ Chí Minh.

- Trải nghiệm các trò chơi cảm giác mạnh và những hoạt động giải trí phù hợp cho",
1420838,,nằm nghiêng,"Trải nghiệm nghệ thuật của Nhà hát múa rối nước Thăng Long ở Hà Nội, một địa điểm dành riêng cho loại hình nghệ thuật truyền thống có từ thế kỷ 11.

- Khám phá một thực hành độc đáo có nguồn gốc từ f",
1421069,,Vé VinWonders Grand Park tại Thành phố Hồ Chí Minh,"* Lưu ý: một số trò chơi tại VinWonders có thể tạm thời đóng cửa để bảo trì. Vui lòng tham khảo lịch trình hàng ngày tại cổng công viên để biết thêm chi tiết.
* Khám phá khu Vườn Mơ với nhiều trò",
1421256,,Life Puppets Show Ticket - Đó Theatre Vietnam,"Đó Theatre on Bai Tien Beach presents the Life Puppets show, a mesmerizing performance that blends water, string, shadow, and animated puppetry with contemporary dance. Accompanied by the Southeast As",
1422177,,Tour Nhóm Nhỏ Từ Ninh Bình - Vườn Quốc gia Cúc Phương & Vân Long,"- Ghé thăm Trung tâm Cứu hộ Linh trưởng Nguy cấp, nơi bạn có thể chiêm ngưỡng nhiều loài động vật như khỉ, rùa và bò sát.
- Đi bộ xuyên rừng trong Vườn Quốc gia Cúc Phương để khám phá những cây cổ thụ",
1429295,,Nhà hàng Camia Phú Quốc: Voucher và Đặt bàn,"Thưởng thức bữa tối tại nhà hàng Camia với tầm nhìn toàn cảnh ra biển, một trong những điểm ngắm hoàng hôn đặc trưng tại Phú Quốc.

- Bàn ăn ngoài trời hướng biển, lý tưởng cho các cặp đôi và nhóm nhỏ",
1430539,,"Phòng chờ thương gia sân bay Côn Đảo - Wi-Fi, Đồ ăn, Đồ uống","Thoát khỏi sự ồn ào và hỗn loạn của Sân bay Côn Đảo bằng cách thư giãn trong Phòng chờ Thương gia, nơi tôn nghiêm cá nhân của bạn trước chuyến bay tiếp theo. Tận hưởng một môi trường thoải mái, nơi bạn có thể thư giãn, bắt kịp công việc",
1433950,1634757,Dịch vụ VIP Fast Track nhập cảnh tại sân bay Tân Sơn Nhất,"Sử dụng dịch vụ lối đi nhanh (fast track) để tối ưu hóa hành trình đến với Thành phố Hồ Chí Minh tại Sân bay Quốc tế Tân Sơn Nhất.

- Sử dụng làn nhập cảnh ưu tiên để giảm thời gian chờ đợi tại khu vự",
1438138,,Tour Tham Quan Bờ Biển Sài Gòn Từ Cảng Phú Mỹ - Tour Nổi Bật,"Khám phá những điều tuyệt vời nhất của Thành phố Hồ Chí Minh với chuyến du ngoạn ngắm cảnh trên bờ bắt đầu từ Cảng Phú Mỹ, Cảng Hiệp Phước hoặc Cảng Nhà Rồng. Trải nghiệm này bao gồm cả những điểm nổi bật mang tính biểu tượng và viên ngọc ẩn",
1438387,,Dịch vụ VIP Fast Track nhập cảnh tại Sân bay Quốc tế Phú Quốc,Tối ưu hóa hành trình đến Việt Nam với dịch vụ làm thủ tục nhanh (fast-track) tại Sân bay Quốc tế Phú Quốc. Bạn sẽ được hỗ trợ cá nhân trong các thủ tục trước hoặc sau chuyến bay tùy theo gói dịch vụ,
1439960,,Dịch vụ VIP Fast Track tại Sân bay Nha Trang (Đến/Đi),"Trải nghiệm dịch vụ Fast Track VIP tại sân bay quốc tế Cam Ranh, Nha Trang để bắt đầu hành trình đến với Việt Nam một cách thuận tiện.

- Nhân viên sân bay đón tiếp và hướng dẫn trực tiếp trước khi là",
1449849,,Tour xe máy riêng 3 ngày vòng quanh Hà Giang - Tất tần tật,"Trải nghiệm chuyến phiêu lưu ECO Ha Giang Loop riêng tư kéo dài 3 ngày khó quên bằng xe máy, khám phá những viên ngọc ẩn giấu và khung cảnh ngoạn mục với hành trình linh hoạt và hướng dẫn viên nói tiếng Anh chuyên nghiệp. E",
1450708,,Tour tham quan thành phố tư nhân Buôn Ma Thuột - Địa danh lịch sử,"Khám phá thành phố cao nguyên sôi động Buôn Ma Thuột trong chuyến tham quan thành phố riêng giúp bạn đắm chìm trong di sản văn hóa phong phú và vẻ đẹp thiên nhiên của nơi đây. Được mệnh danh là “thủ đô cà phê” của Việt Nam, Buôn Ma Thuột fea",
1450823,,Vé vào cửa Sun World fansipan Legend - Đi cáp treo,Tận hưởng hành trình cáp treo ngoạn mục lên đỉnh núi Fanxipan cao 3.143 mét và ngắm nhìn toàn cảnh dãy Hoàng Liên Sơn và Thung lũng Mường Hoa. Khám phá các địa danh và đền thờ tâm linh,
1455659,,Nha Trang ATV Off-road Jungle Adventure,"Khám phá những khu rừng nhiệt đới của Nha Trang với chuyến phiêu lưu địa hình ATV xuyên rừng. Điều hướng những con đường mòn ẩn, băng qua suối và chinh phục những địa hình gồ ghề trong khi ngắm nhìn toàn cảnh l",
1459014,,Du Thuyền Taliya - Tour Trong Ngày Vịnh Hạ Long & Vịnh Lan Hạ,"- Bắt đầu hành trình du thuyền trong ngày trên du thuyền Taliya, khám phá vẻ đẹp của Vịnh Hạ Long và Vịnh Lan Hạ.
- Khám phá Hang Sáng và Hang Tối bằng thuyền kayak, một hoạt động lý tưởng để chia sẻ",
1459572,,Chuyển hàng từ Phan Thiết hoặc Mũi Né đi Hồ Chí Minh - Nhật Bản chất lượng,Du lịch thoải mái từ Phan Thiết hoặc Mũi Né đến Thành phố Hồ Chí Minh với MexBus do liên doanh Việt-Nhật tập trung vào Chất lượng Nhật Bản điều hành. Tận hưởng chuyến đi êm ái và an toàn trên ghế tựa 12 mét,
1461254,,Tour Lịch Sử Nửa Ngày - Đảo Côn Đảo,"Chuyến tham quan lịch sử nửa ngày đến Đảo Côn Đảo sẽ khiến bạn đắm chìm trong di sản sâu sắc của cuộc đấu tranh vì tự do của Việt Nam. Đi bộ qua các địa điểm như Nhà tù Phú Hải, Chuồng Cọp khét tiếng và đài tưởng niệm",
1462037,,Workshop Sôcôla - Trải nghiệm Bean to Bar tại TP.HCM,"Khám phá quy trình làm sô cô la từ đậu đến thanh hoàn chỉnh tại xưởng thực hành tại Ban Cacao, Thành phố Hồ Chí Minh. Lớp học kéo dài hai giờ này sẽ hướng dẫn bạn từ việc chọn hạt cacao chất lượng đến chế tạo và chế tạo",
1462665,,"Tour du lịch mạo hiểm bằng xe Jeep và 4WD Mũi Né - Đồi Cát, Suối Tiên","Trải nghiệm vẻ đẹp tự nhiên tuyệt đẹp của Mũi Né trong chuyến phiêu lưu bằng xe jeep chung, chọn giữa bình minh hoặc hoàng hôn để ngắm những cồn cát rực sáng dưới ánh nắng vàng. Chuyến tham quan này cho phép bạn khám phá những điểm tương phản",
1463178,,2 Ngày Trekking Và Ngủ Ở Làng Dân Tộc Cao Nguyên Đồng Văn,"Khám phá những ngôi làng H'mong hoang sơ, đi bộ dọc theo những con đường mòn ẩn giấu và trải nghiệm văn hóa đích thực của Đồng Văn - tất cả đều được hướng dẫn bởi người dân địa phương sinh ra và lớn lên ở đây. Đây không phải là một chuyến tham quan, đây là một trò lừa đảo thực sự",
1463390,,"Tour Riêng Điểm Nổi Bật Lịch Sử Côn Đảo - Nhà Tù, Bảo Tàng, Mộ Võ Thị Sáu","Tour du lịch nổi bật lịch sử Côn Đảo riêng mang đến một hành trình cảm động qua các địa điểm quan trọng nhất của hòn đảo, khiến du khách đắm chìm trong những câu chuyện về sự kiên cường và hành trình tìm kiếm tự do. Đi bộ qua",
1465004,,Tour cắm trại Hòn Bảy Cạnh và thả rùa 2 ngày,"Dành hai ngày trên Hòn Bảy Cạnh, điểm nổi bật của quần đảo Côn Đảo, nơi bạn có thể lặn với ống thở, cắm trại qua đêm và tham gia trải nghiệm thả rùa độc đáo. Tận hưởng các hoạt động có hướng dẫn hấp dẫn",
1465551,,Vé vào cổng Novadreams Phan Thiết,"Khám phá Novadreams Phan Thiết, điểm đến giải trí sôi động với nhiều hoạt động thú vị dành cho mọi lứa tuổi. Du khách có thể trải nghiệm không gian hiện đại và tận hưởng những giây phút thư giãn cùng",
1466777,,Trekking Adventure - Vách Đá Trắng và Đèo Mã Pì Lèng,"Trải nghiệm vẻ đẹp tuyệt vời của Hà Giang khi bạn đi bộ dọc theo đèo Mã Pí Lèng huyền thoại và Vách đá Trắng đầy ấn tượng, nơi có phong cảnh ngoạn mục và nền văn hóa địa phương phong phú. Cuộc phiêu lưu có hướng dẫn này của",
1467000,,Vé vào cổng Sun World Hà Nam | Việt Nam,"Khám phá Sun World Ha Nam, công viên nước đầu tiên tại Việt Nam lấy cảm hứng từ nghệ thuật múa rối nước truyền thống.

- Trải nghiệm 14 khu vui chơi theo chủ đề với 40 đường trượt mạo hiểm ứng dụng cô",
1469404,,Tour Đi Bộ Chợ Hà Giang,"Rượu ngô & Trâu - Linh hồn hoang dã của phiên chợ Tây Nguyên Hà Giang.
Chuyến tham quan này sẽ đưa bạn đi sâu vào khu chợ địa phương chân thực và nguyên sơ nhất ở miền bắc Việt Nam, nơi các dân tộc buôn bán gia súc, tex",
1469974,,Du Thuyền 6 Sao 2 Ngày 1 Đêm - Vịnh Hạ Long,"Khám phá Vịnh Hạ Long trên hành trình du thuyền 2 ngày 1 đêm đầy mê hoặc, nơi bạn sẽ trải nghiệm cabin sang trọng và ẩm thực cao cấp. Du ngoạn qua khu vực trung tâm của Vịnh Hạ Long, nổi tiếng với nhữ",
1470479,,"Tour Lịch Sử Nửa Ngày Côn Đảo - Nhà Tù, Bảo Tàng, Di Tích","Chuyến tham quan lịch sử Côn Đảo mang đến một hành trình cảm động vào di sản của hòn đảo như một biểu tượng của sự kiên cường và tìm kiếm tự do. Tham quan các địa điểm như Nhà tù Phú Hải, Chuồng Cọp khét tiếng, và",
1471017,,Tour tham quan lịch sử và văn hóa thuộc địa Côn Đảo - Tour có hướng dẫn,"Chuyến tham quan lịch sử Côn Đảo mang đến một hành trình cảm động về quá khứ của hòn đảo, nơi từng được gọi là ""Địa ngục trần gian"" và giờ đây là biểu tượng của sự kiên cường và tự do. Đi bộ qua các địa điểm như nhà tù Phú Hải, con hổ",
1476344,,Trải Nghiệm Dù Lượn Sa Pa - Đón Trả Khách Sạn,"- Cất cánh từ Làng Hang Đá, một trong những điểm dù lượn cao nhất Việt Nam, để trải nghiệm dù lượn Sapa và bay dù lượn trên Thung lũng Mường Hoa tuyệt đẹp, ngắm nhìn những thửa ruộng bậc thang hùng vĩ",
1478453,,Vé vào cửa Khu Du Lịch Văn Hóa Suối Tiên - Hồ Chí Minh,"- Khám phá hơn 150 điểm tham quan tại Công viên văn hóa Suối Tiên, nơi những truyền thuyết Việt Nam cổ xưa hòa quyện cùng niềm vui hiện đại đầy sôi động.
- Chiêm ngưỡng những ngôi đền linh thiêng, cun",
1478834,,Tour Ngày Vịnh Lan Hạ - Cát Bà Serenity Grandeur,"- Khám phá Vịnh Lan Hạ và Đảo Cát Bà trong hành trình du thuyền một ngày, chiêm ngưỡng những đầm phá ẩn mình, núi đá vôi hùng vĩ và bãi biển biệt lập.
- Đạp xe qua Vườn Quốc gia Cát Bà và ghé thăm Làn",
1480427,,Tour Nửa Ngày Đường Di Sản Côn Đảo - Di Tích Lịch Sử,"Chuyến tham quan lịch sử Côn Đảo mang đến một hành trình sâu sắc về quá khứ của hòn đảo, từng được gọi là ""Địa ngục trần gian"" và giờ đây là biểu tượng của sự kiên cường và đấu tranh cho tự do. Dạo qua các địa điểm như Phú Hà",
1482848,,Trải nghiệm tắm bùn I Resort Nha Trang,"Khám phá thiên đường thư giãn tại I-Resort Nha Trang, nằm cách trung tâm thành phố sôi động chỉ một đoạn ngắn. Ốc đảo này có suối khoáng nóng nổi tiếng và thiết kế tắm bùn trẻ hóa",
1486418,,SIM/eSIM của Viettel Việt Nam | 5GB/Ngày | 10 Ngày,"Luôn kết nối trong suốt hành trình của bạn với SIM Viettel hoặc eSIM dành cho Việt Nam, với 5GB data tốc độ cao mỗi ngày trong 10 ngày.

- Phủ sóng 4G/5G trên toàn quốc
- Có sẵn nhận SIM vật lý",
1489059,,Sun World Ba Na Hills - Cáp treo & Buffet,"Khám phá Sun World Ba Na Hills tại Đà Nẵng, nơi du khách có thể chiêm ngưỡng khung cảnh núi non hùng vĩ từ trên cao. Trải nghiệm hệ thống cáp treo hiện đại để di chuyển lên đỉnh núi và tận hưởng không",
1492893,,Tour Du Thuyền Vịnh Hạ Long 2 Ngày Từ Hà Nội - Vịnh Lan Hạ,"Trải nghiệm hành trình hai ngày một đêm từ Hà Nội đến những cảnh quan ngoạn mục của Vịnh Lan Hạ và Vịnh Hạ Long. Đi thuyền qua những núi đá vôi, tận hưởng làn nước trong vắt và thư giãn trong khung cảnh yên bình",
1493377,,Vé VinWonders Vũ Yên - Hải Phòng,"- Khám phá VinWonders Vũ Yên, điểm đến quốc tế trọn gói đầu tiên tại Hải Phòng, mang đến trải nghiệm giải trí toàn diện.
- Dạo bước qua khu vườn thú lớn nhất miền Bắc, nơi sinh sống của hơn 2.000 cá t",
